transaction_id,datum,store,province,kategorie,bedrag,quantity,customer_id,payment_method
TXN-003671,29 Oct 2024,Sandton City Mall,GP,Home,R2836,2,CUST-00945,Cash
TXN-003672,19 Aug 2024,Mall of the North,Limpopo,clothing,R1698,1,CUST-00002,Mobile Money
TXN-003673,17/04/2024,canal walk,W. Cape,Food & Beverage,R148,1,CUST-00053,Cash
TXN-003674,18/09/2024,,KwaZulu Natal,ELECTRONICS,R4924.17,4,CUST-01328,Mobile Money
TXN-003675,07 Nov 2024,,western cape,Sport,"R 1,623.16",1,CUST-00291,EFT
TXN-003676,12-13-2024,Gateway Umhlanga,KZN,Beauty & Health,R360.84,2,CUST-00093,Cash
TXN-003677,15/12/2024,online,W. Cape,Electronics,13283.49,3,CUST-00018,Mobile Money
TXN-003678,2024-12-28,Online,GAUTENG,BEAUTY,R769,4,CUST-01970,Card
TXN-003679,25 Jul 2024,baywest mall,EC,F&B,R 73.90,1,CUST-00599,Cash
TXN-003680,02 Mar 2024,,GP,ELECTRONICS,R2288.17,1,CUST-00354,Mobile Money
TXN-003681,06/10/2024,Online,Gauteng Province,BEAUTY,R1149,4,CUST-01528,EFT
TXN-003682,08-12-2024,V&A,western cape,Sports,R 739.98,1,CUST-00182,Cash
TXN-003683,04-02-2024,Canal walk,WC,Home,"R 2,992.37",4,CUST-00731,Mobile Money
TXN-003684,2024-02-13,,WC,BEAUTY,"R 1,686.07",2,CUST-00055,Card
TXN-003685,07-12-2024,Mall of the North,Limpopo Province,Food,R 726.20,1,CUST-00842,EFT
TXN-003686,04/05/2024,Menlyn Park Mall,Gauteng,home & living,R 2 784.40,1,CUST-00222,Card
TXN-003687,21/09/2024,,E. Cape,CLOTHING,R 3 018.49,1,CUST-00193,Mobile Money
TXN-003688,13/10/2024,,kwazulu natal,Sport,R4300,3,CUST-00192,Card
TXN-003689,15 Nov 2024,Menlyn,GP,Sports & Outdoors,-R6182.71,3,CUST-00142,EFT
TXN-003690,31/12/2024,Menlyn,GAUTENG,clothing,R 4 115.37,2,CUST-00192,EFT
TXN-003691,2024-02-17,Gateway Mall Umhlanga,KZN,clothing,-R4387.47,3,CUST-00145,Card
TXN-003692,18/10/2024,Eastgate,Gauteng,Tech,2164.61,1,CUST-00566,Cash
TXN-003693,22 Feb 2024,East Gate,GP,H&L,"R 1,914.83",1,CUST-00596,Cash
TXN-003694,2024-11-11,Eastgate,GAUTENG,Food and Beverage,R256.14,1,CUST-00438,EFT
TXN-003695,04 Aug 2024,Mall of the North,LP,Clothes,R2995.83,1,CUST-00062,Mobile Money
TXN-003696,01-07-2024,Gateway,Kwazulu-Natal,Sport,"R 2,232.07",2,CUST-01554,EFT
TXN-003697,2024-06-05,Mall of the North,Limpopo Province,Home and Living,R 1 799.67,3,CUST-01971,EFT
TXN-003698,29/12/2024,V&A waterfront,Western cape,home & living,R4802,1,CUST-00360,Card
TXN-003699,11-09-2024,Eastgate,,Elec.,1202.08,1,CUST-01504,Mobile Money
TXN-003700,2024-05-09,Web,kwazulu natal,clothing,R325.05,1,CUST-01659,EFT
TXN-003701,03/10/2024,East Gate,GAUTENG,Sports & Outdoors,R504.77,4,CUST-00113,Mobile Money
TXN-003702,29/11/2024,,GAUTENG,SPORTS,R945.25,1,CUST-00060,Card
TXN-003703,26 May 2024,,KwaZulu-Natal,Sports & Outdoors,2998.12,1,CUST-00124,Card
TXN-003704,13 Oct 2024,Menlyn,Gauteng Province,Beauty & Health,556.42,1,CUST-00618,Mobile Money
TXN-003705,04/02/2024,Sandton City,gauteng,sports,R3270.15,1,CUST-00049,Cash
TXN-003706,02-18-2024,baywest mall,eastern cape,beauty,R750.82,4,CUST-00851,Card
TXN-003707,2024-06-04,Baywest,eastern cape,Tech,11581.50,1,CUST-01492,Card
TXN-003708,26 Jul 2024,Eastgate Mall,Gauteng Province,Beauty & Health,1629.85,1,CUST-01560,Card
TXN-003709,2024-10-01,,Gauteng Province,Sports,R4925.27,4,CUST-00087,Card
TXN-003710,26 Jun 2024,canal walk,Western Cape,F&B,R479.21,1,CUST-01393,Mobile Money
TXN-003711,02 Jan 2024,Gateway Mall Umhlanga,KwaZulu-Natal,Clothing,R2428,3,CUST-00807,Card
TXN-003712,12-05-2024,ONLINE,western cape,Clothes,R724.47,4,CUST-00105,Mobile Money
TXN-003713,12 Jul 2024,,eastern cape,Beauty,R 963.74,1,CUST-00698,Card
TXN-003714,11-04-2024,Gateway Mall Umhlanga,Kwazulu-Natal,clothing,R3112,1,CUST-01921,Mobile Money
TXN-003715,04/05/2024,VA Waterfront,Western Cape,beauty,R1304.40,3,CUST-01130,Cash
TXN-003716,2024-07-25,Canal Walk Mall,W. Cape,Food,R92.28,1,CUST-00818,Mobile Money
TXN-003717,05-16-2024,Gateway,Kwazulu-Natal,BEAUTY,R794.61,1,CUST-01325,Mobile Money
TXN-003718,12 Jan 2024,Menlyn,GP,SPORTS,R188.00,3,CUST-01202,EFT
TXN-003719,2024-06-17,Canal Walk,W. Cape,Beauty & Health,1168.61,4,CUST-00333,EFT
TXN-003720,2024-06-12,Sandton City,GP,home & living,R1999.43,2,CUST-00077,Mobile Money
TXN-003721,21/07/2024,Gateway Umhlanga,kwazulu natal,Home,3169.23,1,CUST-01056,EFT
TXN-003722,14/10/2024,,kwazulu natal,Clothes,3100.61,1,CUST-01697,EFT
TXN-003723,13 Apr 2024,Online Store,E. Cape,CLOTHING,R1695,1,CUST-01451,Mobile Money
TXN-003724,15 Jul 2024,,,clothing,R3131.29,4,CUST-01607,Card
TXN-003725,25/05/2024,Menlyn Park Mall,GAUTENG,Beauty,1415.95,1,CUST-01171,EFT
TXN-003726,2024-01-16,V&A waterfront,WC,Home & Living,R758.36,2,CUST-00008,Cash
TXN-003727,15/12/2024,Menlyn Park Mall,GAUTENG,clothing,R 2 155.43,5,CUST-01862,Mobile Money
TXN-003728,23 Apr 2024,East Gate,Gauteng,Food & Beverage,R 291.48,4,CUST-01257,EFT
TXN-003729,12 Sep 2024,Canal Walk,Western Cape,electronics,R 1 050.24,1,CUST-00019,Cash
TXN-003730,04-19-2024,Gateway Mall Umhlanga,kwazulu natal,Food,R286.00,2,CUST-01990,Card
TXN-003731,23/02/2024,canal walk,Western cape,Beauty,"R 1,384.96",1,CUST-01308,Mobile Money
TXN-003732,2024-06-25,Gateway,kwazulu natal,sports,-R1543.52,1,CUST-00039,EFT
TXN-003733,26 Oct 2024,Canal Walk Mall,Western cape,Beauty & Health,"R 1,175.59",2,CUST-00429,Card
TXN-003734,21 Apr 2024,Baywest,Eastern Cape,Elec.,R8529.34,1,CUST-01780,Cash
TXN-003735,12/01/2024,V&A Waterfront,western cape,beauty,R1216.45,1,CUST-00134,EFT
TXN-003736,23 Dec 2024,Sandton City,gauteng,Electronics,R 9 279.77,3,CUST-00281,Mobile Money
TXN-003737,23 Jul 2024,,Gauteng Province,Sport,"R 2,267.33",3,CUST-00417,EFT
TXN-003738,06 Sep 2024,menlyn park,,Apparel,R579.02,1,CUST-00414,Cash
TXN-003739,2024-01-21,Eastgate,GP,electronics,R 5 370.45,1,CUST-01284,Mobile Money
TXN-003740,2024-02-05,Menlyn,GP,Home & Living,R5155.73,2,CUST-00528,EFT
TXN-003741,06-28-2024,Sandton City,Gauteng Province,Electronics,-R4167.74,5,CUST-00314,Mobile Money
TXN-003742,07-20-2024,Sandton city,Gauteng,Food,R87.40,3,CUST-00136,Cash
TXN-003743,30 Sep 2024,,EC,Home,R 1 637.77,2,CUST-00027,EFT
TXN-003744,01/11/2024,gateway umhlanga,KZN,Elec.,R10726.43,1,CUST-01911,EFT
TXN-003745,12 Feb 2024,,LP,clothing,1005.53,1,CUST-00075,Card
TXN-003746,12 Mar 2024,Canal Walk Mall,Western cape,Sports & Outdoors,"R 3,039.92",2,CUST-00077,EFT
TXN-003747,09/05/2024,Online,Western cape,BEAUTY,"R 1,597.34",2,CUST-01799,EFT
TXN-003748,27/03/2024,V&A Waterfront,Western Cape,Clothes,R612.88,2,CUST-01555,Card
TXN-003749,01/12/2024,canal walk,Western Cape,Clothing,R311,1,CUST-01137,EFT
TXN-003750,27/11/2024,,Limpopo Province,Sport,1663.85,1,CUST-01678,EFT
TXN-003751,2024-07-06,Canal Walk Mall,Western Cape,Cosmetics,R657.09,1,CUST-00163,Mobile Money
TXN-003752,11-25-2024,mall of the north,Limpopo,Electronics,16735.88,1,CUST-01622,Cash
TXN-003753,20 Dec 2024,Canal Walk,Western cape,food & beverage,R145.46,3,CUST-00174,Card
TXN-003754,2024-05-09,Menlyn Park,Gauteng Province,F&B,R-2620.30,2,CUST-01546,EFT
TXN-003755,08-10-2024,Canal Walk Mall,WC,Cosmetics,R243,1,CUST-01696,Mobile Money
TXN-003756,12-10-2024,Menlyn Park Mall,Gauteng,Cosmetics,1018.88,1,CUST-00306,EFT
TXN-003757,2024-06-23,Sandton City Mall,,sports,R1921.73,2,CUST-01371,Cash
TXN-003758,24/03/2024,Baywest Mall,Eastern Cape,BEAUTY,R 937.50,1,CUST-00037,EFT
TXN-003759,06-19-2024,Bay West Mall,EC,ELECTRONICS,9527.01,4,CUST-01679,Mobile Money
TXN-003760,13/01/2024,baywest mall,Eastern Cape,SPORTS,R 717.80,2,CUST-00242,EFT
TXN-003761,29/11/2024,canal walk,Western Cape,Home,7593.99,4,CUST-00811,EFT
TXN-003762,04-05-2024,eastgate,GAUTENG,Cosmetics,R1140.28,3,CUST-00308,EFT
TXN-003763,2024-09-19,,KwaZulu Natal,Tech,R7875.23,2,CUST-00919,Mobile Money
TXN-003764,13 Dec 2024,Mall of North,LP,BEAUTY,R 1 986.19,2,CUST-00166,Cash
TXN-003765,20 Jun 2024,Canal Walk,western cape,Food and Beverage,R 438.91,1,CUST-01993,Mobile Money
TXN-003766,2024-12-29,mall of the north,Limpopo,Clothing,"R 4,655.49",2,CUST-01525,Mobile Money
TXN-003767,06-13-2024,baywest mall,E. Cape,SPORTS,R247.00,1,CUST-01331,EFT
TXN-003768,2024-04-19,SANDTON CITY,GP,Electronics,R 11 189.27,1,CUST-00081,Mobile Money
TXN-003769,16 Oct 2024,VA Waterfront,western cape,Sports & Outdoors,"R 3,311.85",4,CUST-00042,Mobile Money
TXN-003770,16/04/2024,,Limpopo Province,H&L,R4694,3,CUST-00335,Mobile Money
TXN-003771,03/01/2024,Eastgate Mall,Gauteng Province,Elec.,R 3 406.44,1,CUST-01269,Cash
TXN-003772,28/04/2024,,Gauteng,Sports & Outdoors,R3804.30,1,CUST-00062,Card
TXN-003773,11-14-2024,Canal Walk Mall,Western cape,ELECTRONICS,"R 5,042.22",2,,Card
TXN-003774,15 Oct 2024,eastgate,Gauteng,Sports,"R 2,743.11",2,CUST-00934,Card
TXN-003775,2024-07-20,V&A waterfront,W. Cape,Electronics,R9548.22,1,CUST-01260,Cash
TXN-003776,2024-09-16,MOTN,LP,electronics,R11144.84,3,CUST-00155,Mobile Money
TXN-003777,09-21-2024,canal walk,,Elec.,R6984.17,1,CUST-00669,EFT
TXN-003778,30 Jun 2024,Online,western cape,Home,R4833,2,CUST-01552,Card
TXN-003779,2024-06-14,Menlyn Park Mall,Gauteng Province,Food and Beverage,R517.92,2,CUST-00197,EFT
TXN-003780,03-02-2024,eastgate,GP,Cosmetics,"R 1,564.02",1,CUST-01146,Card
TXN-003781,01/12/2024,,Limpopo Province,beauty,R 131.15,3,CUST-00017,EFT
TXN-003782,04/03/2024,Web,KZN,beauty,R1449.16,3,CUST-00395,Card
TXN-003783,2024-12-29,sandton city,Gauteng Province,home & living,R5607.25,1,CUST-00418,EFT
TXN-003784,30 Sep 2024,Mall of North,Limpopo Province,Apparel,R 1 538.88,4,CUST-00293,Cash
TXN-003785,2024-10-09,Bay West Mall,EC,sports,R1295.58,1,CUST-00487,EFT
TXN-003786,04/07/2024,Eastgate,GP,Clothing,(R1542.08),3,CUST-00882,Mobile Money
TXN-003787,21 Jan 2024,Baywest,EC,Electronics,R1998,2,CUST-01101,Cash
TXN-003788,2024-07-17,Canal walk,W. Cape,F&B,528.82,1,CUST-00028,Mobile Money
TXN-003789,30 Dec 2024,eastgate,GAUTENG,SPORTS,R453,2,CUST-01534,Card
TXN-003790,03-10-2024,,EC,Beauty,R-4726.50,3,CUST-00384,EFT
TXN-003791,08-23-2024,Menlyn Park,Gauteng Province,Home,"R 6,539.22",3,CUST-00658,EFT
TXN-003792,15 Jun 2024,,GP,clothing,(R2744.49),1,CUST-00112,Card
TXN-003793,2024-11-21,Web,Western cape,Sports & Outdoors,"R 4,922.62",4,CUST-00121,Card
TXN-003794,25/04/2024,,Western cape,home & living,1737.05,2,CUST-00644,Card
TXN-003795,02-24-2024,Baywest Mall,EC,Electronics,R1572.38,1,CUST-01276,Mobile Money
TXN-003796,08/07/2024,Eastgate Mall,GAUTENG,Beauty,R 1 347.75,1,CUST-00282,Card
TXN-003797,2024-01-26,East Gate,GAUTENG,Elec.,"R 10,752.84",1,CUST-00225,Mobile Money
TXN-003798,19 Dec 2024,V&A waterfront,WC,ELECTRONICS,15988.22,1,CUST-00345,Cash
TXN-003799,14 May 2024,Bay West Mall,EC,SPORTS,(R3430.74),1,CUST-01196,Cash
TXN-003800,05 Feb 2024,V&A Waterfront,Western cape,SPORTS,"R 1,584.45",1,CUST-00111,EFT
TXN-003801,2024-08-23,Gateway Umhlanga,KwaZulu-Natal,Electronics,R 8 844.94,2,CUST-00709,Cash
TXN-003802,02 Sep 2024,SANDTON CITY,GAUTENG,Tech,R12364.99,2,CUST-00347,Cash
TXN-003803,04-08-2024,Gateway Mall Umhlanga,Kwazulu-Natal,F&B,-R2597.56,1,CUST-00944,Mobile Money
TXN-003804,2024-07-08,Mall of the North,Limpopo,beauty,684.36,2,CUST-01476,Cash
TXN-003805,06 Dec 2024,eastgate,gauteng,Tech,"R 14,776.44",5,CUST-00482,Mobile Money
TXN-003806,23/12/2024,Canal Walk,W. Cape,Apparel,R 4 146.07,1,CUST-00323,EFT
TXN-003807,2024-01-28,gateway umhlanga,KZN,Food,R326,2,CUST-00577,EFT
TXN-003808,16 Aug 2024,sandton city,GP,CLOTHING,546.41,1,CUST-00907,EFT
TXN-003809,18/11/2024,V&A Waterfront,Western Cape,home & living,"R 7,509.97",1,CUST-01123,Mobile Money
TXN-003810,18/12/2024,Gateway,Kwazulu-Natal,Clothes,R 2 111.54,2,CUST-01956,EFT
TXN-003811,26 Jun 2024,menlyn park,,Apparel,R 1 809.18,2,CUST-00030,Cash
TXN-003812,2024-06-29,,EC,Sports,4340.67,4,CUST-01860,EFT
TXN-003813,08-05-2024,Gateway Umhlanga,,H&L,R7150.55,3,CUST-00083,Cash
TXN-003814,21/08/2024,Bay West Mall,Eastern Cape,BEAUTY,R1506.83,2,CUST-00033,Mobile Money
TXN-003815,06-30-2024,Gateway Mall Umhlanga,KZN,Clothes,R 1 171.10,3,CUST-01752,Card
TXN-003816,05 Dec 2024,East Gate,gauteng,food & beverage,R332.84,1,CUST-01103,Mobile Money
TXN-003817,26/03/2024,eastgate,Gauteng,Food,R70.74,4,CUST-00705,EFT
TXN-003818,24 Aug 2024,mall of the north,Limpopo Province,Cosmetics,R273,1,CUST-00864,EFT
TXN-003819,17/10/2024,SANDTON CITY,Gauteng Province,Sports,3772.96,1,CUST-00151,Mobile Money
TXN-003820,2024-09-27,Menlyn Park Mall,GP,Beauty & Health,R755.94,4,CUST-01588,EFT
TXN-003821,06-29-2024,Menlyn Park Mall,gauteng,Sports,R4080.02,1,CUST-00036,Cash
TXN-003822,06-20-2024,mall of the north,limpopo,Beauty & Health,R538.04,1,CUST-00628,Card
TXN-003823,09/11/2024,Baywest,E. Cape,Beauty,R1289.82,1,CUST-01751,EFT
TXN-003824,2024-06-01,East Gate,Gauteng,Electronics,12760.09,1,CUST-00830,Card
TXN-003825,10-17-2024,Sandton City,Gauteng,SPORTS,"R 3,720.16",1,CUST-00048,Cash
TXN-003826,02-21-2024,Bay West Mall,EC,F&B,-R9631.72,1,CUST-00859,Cash
TXN-003827,09-05-2024,Sandton city,GP,Electronics,R6443.80,1,CUST-00198,Mobile Money
TXN-003828,30/10/2024,baywest mall,E. Cape,SPORTS,R1960.35,2,CUST-01596,Cash
TXN-003829,17 Apr 2024,menlyn park,Gauteng Province,Cosmetics,R 1 682.80,5,CUST-00173,Card
TXN-003830,06-29-2024,V&A,Western cape,electronics,R9255,1,CUST-00056,Mobile Money
TXN-003831,2024-12-07,Canal Walk Mall,W. Cape,sports,R2637.18,3,,Mobile Money
TXN-003832,23/02/2024,,KwaZulu Natal,Home,R5055.25,3,CUST-00324,Card
TXN-003833,25/10/2024,Gateway Umhlanga,KwaZulu-Natal,Sports & Outdoors,R 2 314.28,5,CUST-00134,EFT
TXN-003834,2024-04-10,Eastgate,Gauteng Province,Home,R 2 148.57,1,CUST-00123,Cash
TXN-003835,04-15-2024,canal walk,W. Cape,Clothing,R3097.22,1,CUST-01703,Card
TXN-003836,2024-12-13,baywest mall,EC,Sport,1399.06,4,CUST-01178,Cash
TXN-003837,01-20-2024,Sandton City,GAUTENG,sports,R1547.74,2,CUST-00152,Cash
TXN-003838,21/04/2024,canal walk,W. Cape,clothing,R2047.77,3,CUST-01258,Cash
TXN-003839,2024-12-11,MOTN,Limpopo,Apparel,R1244,2,CUST-01173,Card
TXN-003840,2024-06-13,,eastern cape,SPORTS,1364.02,4,CUST-01715,Card
TXN-003841,08-17-2024,Gateway Mall Umhlanga,KwaZulu Natal,Clothes,R363.57,2,CUST-00028,Cash
TXN-003842,2024-09-30,,WC,Sports & Outdoors,R2364.07,1,CUST-01670,Card
TXN-003843,2024-10-02,,Gauteng Province,F&B,R741,1,CUST-00132,EFT
TXN-003844,20 May 2024,V&A waterfront,Western cape,F&B,106.87,1,CUST-01869,Cash
TXN-003845,29 Jul 2024,Eastgate,GP,Food & Beverage,R728,1,CUST-00800,Mobile Money
TXN-003846,27/12/2024,Gateway Mall Umhlanga,KwaZulu Natal,Sports & Outdoors,R4674.60,5,CUST-00077,Card
TXN-003847,2024-09-29,Menlyn Park Mall,gauteng,F&B,R328.71,3,CUST-00137,Mobile Money
TXN-003848,23/07/2024,Menlyn Park,Gauteng,H&L,6754.83,1,CUST-00741,EFT
TXN-003849,12-09-2024,Canal Walk Mall,western cape,Electronics,R 14 596.34,1,CUST-00018,EFT
TXN-003850,2024-10-02,Baywest Mall,Eastern Cape,BEAUTY,R726,1,CUST-00047,Mobile Money
TXN-003851,2024-03-26,baywest mall,E. Cape,Beauty,R1483.44,1,CUST-00012,Cash
TXN-003852,12-04-2024,V&A,WC,H&L,R3388,3,CUST-00126,Card
TXN-003853,19/06/2024,Gateway,KZN,Food & Beverage,R295,2,CUST-00213,Mobile Money
TXN-003854,21 Jul 2024,Eastgate,gauteng,ELECTRONICS,R7383.91,1,CUST-00406,Mobile Money
TXN-003855,2024-07-15,Eastgate Mall,gauteng,CLOTHING,"R 2,369.06",1,CUST-00010,Card
TXN-003856,03/11/2024,Sandton city,GP,Food,R906.43,4,CUST-00487,EFT
TXN-003857,2024-12-28,eastgate,gauteng,clothing,R2156.20,4,CUST-00199,Card
TXN-003858,2024-04-18,Bay West Mall,eastern cape,electronics,R 9 993.14,2,CUST-00450,Mobile Money
TXN-003859,2024-06-19,East Gate,GP,food & beverage,R363.39,1,CUST-00170,EFT
TXN-003860,18 Oct 2024,,limpopo,Beauty,427.87,2,CUST-00134,Card
TXN-003861,12-14-2024,,W. Cape,Cosmetics,R674.69,1,CUST-01892,Mobile Money
TXN-003862,22 Aug 2024,canal walk,W. Cape,ELECTRONICS,"R 6,029.60",2,CUST-00381,Mobile Money
TXN-003863,06-18-2024,V and A Waterfront,Western cape,BEAUTY,R139.20,1,CUST-00355,EFT
TXN-003864,06-22-2024,Sandton city,GAUTENG,ELECTRONICS,R11104,1,CUST-00069,EFT
TXN-003865,2024-02-05,,WC,ELECTRONICS,R 12 669.08,3,CUST-00197,Mobile Money
TXN-003866,03 Dec 2024,East Gate,GAUTENG,F&B,R202,2,CUST-00069,Cash
TXN-003867,03/12/2024,Web,GAUTENG,Sports & Outdoors,R850.93,4,CUST-00509,EFT
TXN-003868,2024-03-21,Gateway,Kwazulu-Natal,SPORTS,R3657,2,CUST-00210,Cash
TXN-003869,07-29-2024,MOTN,limpopo,Sports & Outdoors,"R 3,442.11",1,CUST-00155,EFT
TXN-003870,07-25-2024,Mall of North,Limpopo,home & living,1363.38,1,CUST-01822,Card
TXN-003871,17 Feb 2024,Baywest,eastern cape,Sports,R796.02,1,CUST-00120,EFT
TXN-003872,10 Dec 2024,gateway umhlanga,KZN,SPORTS,(R816.38),1,CUST-01967,Mobile Money
TXN-003873,2024-09-11,Bay West Mall,E. Cape,clothing,R305.96,1,CUST-00073,EFT
TXN-003874,02-06-2024,V&A,western cape,H&L,R2099.21,1,CUST-00022,Cash
TXN-003875,2024-07-15,V&A Waterfront,western cape,Apparel,R2530,1,CUST-01572,Mobile Money
TXN-003876,11-04-2024,Gateway Mall Umhlanga,Kwazulu-Natal,clothing,R3112,1,CUST-01921,Mobile Money
TXN-003877,01-26-2024,Canal walk,western cape,electronics,R 1 216.66,1,CUST-01546,Mobile Money
TXN-003878,2024-12-26,Mall of the North,Limpopo Province,Home and Living,R 637.73,1,,EFT
TXN-003879,24/08/2024,V&A,Western cape,food & beverage,R48.16,1,CUST-00105,Mobile Money
TXN-003880,10-15-2024,online,limpopo,CLOTHING,"R 1,718.58",1,CUST-00105,EFT
TXN-003881,04-24-2024,Canal Walk,Western cape,food & beverage,R 596.25,2,CUST-00159,Card
TXN-003882,07/07/2024,,KwaZulu Natal,SPORTS,R2697.59,1,CUST-00477,EFT
TXN-003883,2024-02-27,VA Waterfront,western cape,Sport,R 4 008.18,2,CUST-00603,EFT
TXN-003884,10/04/2024,Menlyn,GP,Sports,3919.68,2,CUST-00276,Card
TXN-003885,08-16-2024,ONLINE,,F&B,328.25,1,CUST-00130,Mobile Money
TXN-003886,31 Aug 2024,Canal Walk,W. Cape,Clothing,R2465.41,2,CUST-00088,Mobile Money
TXN-003887,28/10/2024,V&A waterfront,WC,Sports,R953.75,1,CUST-00269,Card
TXN-003888,12/09/2024,Canal Walk Mall,western cape,Tech,12271.73,1,CUST-00153,Cash
TXN-003889,07-07-2024,VA Waterfront,WC,home & living,R4395.18,2,CUST-00031,Card
TXN-003890,22 Jun 2024,Gateway Umhlanga,Kwazulu-Natal,clothing,"R 1,394.97",1,CUST-00597,Mobile Money
TXN-003891,12-11-2024,ONLINE,kwazulu natal,Beauty,497.55,1,CUST-00028,Mobile Money
TXN-003892,28/10/2024,baywest mall,Eastern Cape,Cosmetics,R 1 745.68,3,CUST-00627,EFT
TXN-003893,05/07/2024,V and A Waterfront,Western cape,Beauty & Health,1570.94,2,CUST-00063,Cash
TXN-003894,2024-12-05,,WC,Home & Living,R1379.88,2,CUST-01520,EFT
TXN-003895,2024-02-12,Canal Walk,W. Cape,Tech,R 708.83,1,,EFT
TXN-003896,20 Feb 2024,menlyn park,gauteng,Clothes,2231.16,1,CUST-00098,Cash
TXN-003897,14 Jul 2024,,Limpopo,Sport,R 875.62,2,CUST-01327,EFT
TXN-003898,28/01/2024,Gateway Mall Umhlanga,kwazulu natal,Tech,R11241.57,4,CUST-00968,Card
TXN-003899,03 Dec 2024,eastgate,Gauteng,Sport,1586.13,2,CUST-00131,EFT
TXN-003900,09-07-2024,Canal walk,Western cape,CLOTHING,R1446,1,CUST-00052,Card
TXN-003901,13 Apr 2024,V and A Waterfront,western cape,Electronics,R 6 144.27,3,CUST-01478,Card
TXN-003902,10 Apr 2024,SANDTON CITY,Gauteng Province,Beauty & Health,R743.31,1,CUST-00007,Card
TXN-003903,03 Jul 2024,VA Waterfront,Western cape,Electronics,R10062.56,3,CUST-00747,Cash
TXN-003904,2024-11-11,Canal Walk Mall,Western Cape,H&L,"R 1,751.78",1,CUST-00484,EFT
TXN-003905,2024-01-18,canal walk,W. Cape,Food and Beverage,460.02,1,CUST-00431,EFT
TXN-003906,2024-03-28,Sandton City,Gauteng,sports,3550.51,3,CUST-01691,Card
TXN-003907,17/06/2024,Canal walk,western cape,Cosmetics,R 705.64,1,CUST-01172,EFT
TXN-003908,11-21-2024,SANDTON CITY,Gauteng,Clothing,R2366.91,1,CUST-00011,Card
TXN-003909,04-26-2024,V&A waterfront,WC,BEAUTY,R 740.51,3,CUST-01370,Card
TXN-003910,06-17-2024,menlyn park,GAUTENG,CLOTHING,R3031.97,3,CUST-00764,Cash
TXN-003911,2024-04-14,Baywest Mall,eastern cape,Tech,"R 9,572.58",3,CUST-00162,Cash
TXN-003912,2024-01-16,sandton city,Gauteng,Sports,R3328.24,1,CUST-00101,Mobile Money
TXN-003913,20 Apr 2024,Baywest Mall,Eastern Cape,H&L,237.40,3,CUST-00236,Card
TXN-003914,12/04/2024,Eastgate,GAUTENG,Home & Living,R-13378.52,1,CUST-00579,Mobile Money
TXN-003915,06-04-2024,Eastgate Mall,gauteng,Sport,R958.94,4,CUST-00144,Card
TXN-003916,03 May 2024,Gateway Mall Umhlanga,KwaZulu Natal,H&L,6302.92,1,CUST-01836,Card
TXN-003917,16/06/2024,menlyn park,gauteng,Beauty,"R 1,468.85",4,CUST-00009,EFT
TXN-003918,2024-12-19,SANDTON CITY,Gauteng Province,BEAUTY,R 2 487.79,1,CUST-00077,Mobile Money
TXN-003919,04-17-2024,gateway umhlanga,KZN,BEAUTY,1226.64,2,CUST-00239,Cash
TXN-003920,30 Sep 2024,,KwaZulu-Natal,clothing,R1992.83,1,CUST-01499,EFT
TXN-003921,2024-11-08,V&A,WC,Electronics,R4352.31,1,CUST-00039,Mobile Money
TXN-003922,21/07/2024,,kwazulu natal,clothing,2242.45,1,CUST-01230,EFT
TXN-003923,2024-11-18,Sandton city,Gauteng Province,Food and Beverage,R809.59,4,CUST-01002,Card
TXN-003924,2024-07-12,eastgate,Gauteng Province,beauty,-R167.34,3,CUST-01479,Card
TXN-003925,09/02/2024,Gateway Mall Umhlanga,Kwazulu-Natal,Home and Living,"R 1,767.22",2,CUST-00136,EFT
TXN-003926,20/08/2024,SANDTON CITY,GP,home & living,3532.94,3,CUST-00162,Cash
TXN-003927,22/12/2024,Baywest,Eastern Cape,Cosmetics,"R 2,132.73",1,CUST-00330,Cash
TXN-003928,31 Mar 2024,Eastgate,Gauteng,Electronics,R10040.74,1,CUST-00089,Cash
TXN-003929,21 Jul 2024,Menlyn,GP,F&B,R 434.17,1,CUST-00103,EFT
TXN-003930,03-30-2024,baywest mall,E. Cape,Clothes,883.79,1,CUST-01066,EFT
TXN-003931,07/04/2024,ONLINE,kwazulu natal,Tech,R9875.57,1,CUST-00075,Card
TXN-003932,2024-10-10,Canal Walk,Western Cape,food & beverage,R240.01,1,CUST-00535,Card
TXN-003933,11-20-2024,,GAUTENG,Home,-R3515.52,5,CUST-00078,EFT
TXN-003934,14/01/2024,,KwaZulu Natal,Beauty,R 302.37,2,CUST-00490,Card
TXN-003935,07-29-2024,MOTN,LP,Clothes,1904.95,1,CUST-00074,Mobile Money
TXN-003936,2024-12-30,Gateway Umhlanga,Kwazulu-Natal,ELECTRONICS,R 3 629.34,1,CUST-00157,Mobile Money
TXN-003937,2024-09-16,MOTN,LP,electronics,R11144.84,3,CUST-00155,Mobile Money
TXN-003938,2024-11-01,Canal walk,Western Cape,Beauty,"R 1,676.61",2,CUST-00353,EFT
TXN-003939,07/09/2024,Eastgate,gauteng,food & beverage,R273.61,1,CUST-01872,EFT
TXN-003940,06-04-2024,Canal Walk Mall,WC,Cosmetics,R1745.01,1,CUST-00504,EFT
TXN-003941,02/10/2024,Sandton City Mall,GP,SPORTS,R 1 048.64,2,CUST-00189,EFT
